idn,titel,jahr,signatur,qd_verknuepfung_art,qd_idn
994366027,"Specimens of printing types made at Bruce's New York Type Foundry, established in 1813",1882,"Cba 14, [1 a]",DNB,994366027
994366035,Paraphrasis Psalmorum Davidis poetica,1582,"IV 378, 1  g",DNB,994366035
994366523,"Geschichte der polnischen Revolution, in den Jahren 1830 und 1831",1840,Da 10,DNB,994366523
994366701,"Leben Friedrich Wilhelms III., höchstseligen Königs von Preußen",1840,Da 10,DNB,994366701
99437805X,"De Pictura famosa et de specie iuris germanici, pacto nimirum, quo maiores nostri, sub pictura famosa, Bey Straffe Schandgemähldes sese obligarunt, occasione rec. imper. de A. 1577 ; Tit. 35, § 7",1733,Bö E IV 776,DNB,99437805X
99437951X,Programma de pictura honesta ac utili ...,1733,Bö E IV 776,DNB,99437951X
994380194,"Verzeichniß der von ... Herrn Buchholz nachgelassenen Sammlung von Kupferstichen, schwarzer Kunst, Holzschnitten und Handzeichnungen, welche den 13. Sept. ... verkauft werden sollen",1780,"Od 172, [1]",DNB,994380194
994382480,Bücher und Zeitschriften aus dem Verlag Bibliographisches Institut AG-Leipzig,1935,Bö B IV 188,DNB,994382480
994402066,Bünting,1586,"IV 229, 1a",DNB,994402066
994404115,Festreden bei der vierten Säcularfeier der Erfindung der Buchdruckerkunst in Basel,1840,Da 147 (angebundenes Werk),DNB,994404115
994404115,Festreden bei der vierten Säcularfeier der Erfindung der Buchdruckerkunst in Basel,1840,Bö C V 919/4°,DNB,994404115
994404115,Festreden bei der vierten Säcularfeier der Erfindung der Buchdruckerkunst in Basel,1840,Bö C V 928/4°,DNB,994404115
994404115,Festreden bei der vierten Säcularfeier der Erfindung der Buchdruckerkunst in Basel,1840,212/Burc,DNB,994404115
994404158,"Apologeticus disputationis theologicae de persona Christi in Moguntina Academia adversus Ubiquitarios editae, vanissimis cavillationibus ... Stephani Gerlachi ... oppositus, a Joanne Busaeo",1588,"IV 230, 7",DNB,994404158
994404220,"De @baptismi necessitate, et nominatim de Constantino Magno, an in fine vitae fuerit baptizatus",1589,"IV 230, 7",DNB,994404220
994404530,Erste Geometrie für Kinder und Jünglinge und fürs gemeine Leben,1789,"IV 205, 14d",DNB,994404530
994404581,Die @nöthigsten Kenntnisse zur Körpermessung nebst Visierkunst,1790,"IV 205, 14/d",DNB,994404581
994405022,"Catalog einer kostbaren Sammlung von Holztafeldrucken, Pergamentdrucken und anderen typographischen Seltenheiten ... am 3.5.1858 ... bei Fidelis Butsch in Augsburg ... versteigert ...",1858,Af 16,DNB,994405022
994405022,"Catalog einer kostbaren Sammlung von Holztafeldrucken, Pergamentdrucken und anderen typographischen Seltenheiten ... am 3.5.1858 ... bei Fidelis Butsch in Augsburg ... versteigert ...",1858,"III 109, 4 (3. angebundenes Werk)",DNB,994405022
994406126,Sacrosancti Concilii Tridentini Canones et Decreta,1733,Bö E IV 311,DNB,994406126
99440705X,"Lectionum bibliothecariarum memorabilium Syntagma, continens dissertationes quasdam: de bibliothecis, & libris, literis & literaris, editas à Rudolfo Capello",1682,Bö G II 4,DNB,99440705X
994419163,Campioni dei caratteri esistenti nella Tipografia della Rev[eranda] Cam[era] Apostolica preceduti da un cenno storico sull'arte tipografica,1853,Bö B III 301/4°,DNB,994419163
994423071,"Sacrosancti et oecumenici concilii Tridentini, Paulo III, Julio III et Pio IV, pontific. maximis celebrati, canones et decreta",1571,"IV 12, 34",DNB,994423071
994425457,"Hodegeticum, brevibus aphorismis olim pro Collegio concionatorio conceptum & postea rev. a Johanne Benedicto Carpzov",1675,"IV 229, 7",DNB,994425457
99442731X,Dissertatio moralis De Conversatione,1693,"IV 162, 24",DNB,99442731X
994428723,Cancellaria hispanica,1622,"IV 12, 49 (1 angebunden)",DNB,994428723
994429207,"IOANNIS|| CAMERTIS MINORI||TANI, ARTIUM ET SA||CRAE THEOLOGIAE|| DOCTORIS, IN C. IVLII SOLINI|| POLYISTŌRA|| ENARRATIO||NES",1520,"III 103, 1b",DNB,994429207
99443569X,"Catalogo della Casa Editrice ""l'Artista Moderno, Torino""",1928,Bö B III 1660,DNB,99443569X
994442238,"Catalogue des écrits, gravures et dessins condamnés depuis 1814 jusqu'au 1er janvier 1850",1850,Bö E IV 333,DNB,994442238
994442661,Tōn @Diōnos tu Kassiu Romaikōn historiōn biblia pente kai eikosi,1591,"IV 121, 3a",DNB,994442661
994442882,"Sacrosancti et oecumenici Concilii Tridentini, Paulo III., Iulio III. et Pio IV. ... celebrati, Canones et decreta",1617,Bö E IV 310,DNB,994442882
994443684,Catalogue de la librairie des bibliophiles,1879,Bö F II 168,DNB,994443684
994444346,Catalogue des livres défendus par la Commission Impériale et Royale jusqu'à l'année 1786,1788,Bö H 55,DNB,994444346
99444821X,Cervantes Saavedra,1826,Va 434 - 158,DNB,99444821X
994448384,Cervantes Saavedra,1826,Va 434 - 172,DNB,994448384
994453922,Catalogus librorum a commissione aulica prohibitiorum,1765,Bö E IV 342,DNB,994453922
99445404X,"Supplementum ad catalogum librorum a commissione aulica prohibitorum de annis 1766, 67, 68, 69, 70",1771,Bö E IV 342,DNB,99445404X
99446830X,"L' @anatomia dei pittori del Carlo Cesio, das ist: deutliche Anweisung und gründliche Vorstellung von der Anatomie der Mahler, ...",1780,"IV 273, 32 (1. angebundenes Werk)",DNB,99446830X
99448092X,A @list of books published by Chatto & Windus,1873,Bö C V 955,DNB,99448092X
994484127,L' @origine de l'imprimerie de Paris,1696,Da 3,DNB,994484127
994488165,Facts and speculations on the origin and history of playing cards,1848,Bö C III 8,DNB,994488165
994491255,Chifflet,1649,"IV 12, 82 (9 angebunden)",DNB,994491255
994492235,"Bibliotheca selectissima variorum et insignium librorum, maximam partem nitidissime compactorum, quos ... collegit ... Jacobus Chion, verbi divini (dum viveret) Minister Hagiensis. [Versteig.:] 27.10. ff. 1749",1749,Bö G II 833,DNB,994492235
994494149,Frankfurter Bücher-Auktion,1879,"Od 30, [1]",DNB,994494149
994495889,Byron,1827,Va 434 - 173,DNB,994495889
994496451,Byron,1827,Va 434 - 189,DNB,994496451
994506554,M[arci] Tullii Ciceronis|| Rhetoricoru[m] libri Quattuor ad [C.] He||renniu[m]. Index praeterea hic est||additus ...,1515,"III 95, 24c (Angebundenes Werk)",DNB,994506554
994507593,"Catalogue des lithographies, gravures, eaux-fortes",1865,Bö B III 1019,DNB,994507593
994507712,M. Tullii Ciceronis Libri de divinatione,1793,"IV 205, 14 m",DNB,994507712
994508042,"Tractatus de servitutibus tam urbanorum quam rusticorum praediorum, Bartholomaei Cepollae",1579,"IV 12, 12a",DNB,994508042
994508859,M. Tullii Ciceronis Libri tres de natura deorum,1796,"IV 205, 14m",DNB,994508859
994509499,M[arcus] T[ullius] C[icero] Tuscu||lanarum Questionu[m]li-||bri Quinq[ue]|| ; cum indice||,1516,"III 95, 24c",DNB,994509499
994509901,Ioan||nis Bugenhagii|| Pomerani Anno||tationes ab ipso iam emissae||,1524,"III 104, 14 b (Angebundenes Werk)",DNB,994509901
99451011X,"Marci Tullii Ciceronis philosophiae totius ac facundiae principis de officiis, amicitia, senectute et paradoxis illustria monumenta",1509,"III 73, 32a",DNB,99451011X
994510608,"Der @Erbarn Stadt|| Braunschweig Christliche Orde-||nung, zu dienst dem heiligen Euangelio, Christ-||licher lieb, zucht, friede und einigkeit,|| Auch darunter viel Christli-||cher lehre für die|| Bürger",1563,"IV 450, 28",DNB,994510608
99451610X,Bemerkungen über verschiedene wichtige Gegenstände der Wundarzneykunst practisch erläutert,1782,,DNB,99451610X
994519451,"Das @neuste und wohl-eingerichtete Koch-Buch, in welchem zu finden, wie man nicht alleine allerley gute, delicate und wohlschmeckende Speisen, ... sondern auch allerhand Früchte einmachen ...",1724,"IV 13 A, 3",DNB,994519451
994519664,"Books published for the University by Henry Frowde, at the Oxford University Press Warehouse",1880,Bö C IV 330/a,,
994526598,"Catalogue de livres anciens pour la plupart rares et curieux, faisant partie de la librairie Albert Cohn à Berlin",1879,Af 2,DNB,994526598
994526660,Katalog der musikalischen Bibliothek des Herrn Dr. F. Gehring ... nebst Beiträgen aus einigen anderen Sammlungen,1880,Da 387,DNB,994526660
994527039,Deutsche Literatur,1879,Af 2,DNB,994527039
994527039,Deutsche Literatur,1879,Da 44,DNB,994527039
994540108,Extracts from the registers of the Stationers' Company of works entered for publication between the years 1557 and 1570 [bzw.] 1570 and 1587,1848,,DNB,994540108
994543719,"Concilium|| Tridentinum,|| sub Pavlo III., Ivlio III.|| et Pio IV. Pont. Max.|| celebratum.|| Accessere|| Pii IV. et V. Bullae, quaedam Decreta explicantes,|| et Sacrae Scripturae loci, in margine||",1583,Bö E IV 307,DNB,994543719
994544839,Concordia||,1580,"IV 205, 70",DNB,994544839
994552750,"Confession|| Oder Bekentniß des Glaubens,|| etlicher Fürsten und Stedte,|| sampt der Apologia.",1563,"IV 450, 28",DNB,994552750
994553781,"Die @ungeänderte, wahre Augsburgische Confession, wie sie am 25. Juni 1530 von d. protestirenden dt. Fürsten u. Ständen Kaiserl. Majestät zu Augsburg überantwortet ist",1845,Va 3657,DNB,994553781
994559011,"Annotationi et discorsi sopra alcuni luoghi del Decameron di Giovanni Boccacci, fatte dalli molto Magnifici Sig. Deputati da loro Altezze Serenissime",1574,"IV 110, 1a",DNB,994559011
99456306X,Le @Langage des fleurs,1820,Vd 297,DNB,99456306X
994563655,Joh. Corvini Iurisprudentia romana H[ermanni] Vulteii contracta,1644,"IV 8, 3 c",DNB,994563655
994563736,Elementa iuris civilis,1645,"IV 8, 3 c",DNB,994563736
994564643,"Lettre de Cai͏̈n après son crime à Méhala, son épouse",1765,"IV 291, 23a",DNB,994564643
994569793,Physiologie du celibataire et de la vieille fille,1841,"Vd, 335",DNB,994569793
994572131,"Elogium Johannis Meermanni, auctore Henrico Constantino Cras",1817,Bö G II 386,,
994572352,Memoria Diderici Adriani Walraven oratione funebri celebrate,1804,Vf 83,,
994582021,Die @Praxis der Autotypie auf amerikanischer Basis,1895,Nb 19,DNB,994582021
994582773,A @text-book of paper-making,1888,Bö B II 155,DNB,994582773
994593309,Catalogus codicum manuscriptorum Bibliothecae Gothanae,1714,Bö G II 229,DNB,994593309
994642172,Sancti Cyrilli Hierosolymorum Archiepiscopi Catecheses,1564,"IV 12, 16 (angebunden)",DNB,994642172
994642199,S. patris nostri Cyrilli Archiepiscopi Hierosolymorum Catecheses illuminatorum Hierosolymis XVIII. et V. mystagogicae ... Joanne Grodecio ... interprete,1564,"IV 12, 16",DNB,994642199
994642598,50 vierhändige Uebungsstücke für das Pianoforte,1830,Va 2251,DNB,994642598
994644930,"A @history of booksellers, the old and the new",1873,Ea 335,DNB,994644930
994644930,"A @history of booksellers, the old and the new",1873,Bö C V 955,DNB,994644930
994662157,"Io. Andr. Danzii ... sive Literator Ebraeo-Chaldaeus, plenam utriusque linguae Vet. Testam. institutionem harmonice ita tradens ...",1715,"IV 162, 6a",DNB,994662157
994669011,"Allgemeines Dank-Gebet, welches auf hohe Verordnung an dem öffentlichen Friedens-Dank-Feste, den 21. März, 1763",1763,"IV 205, 79",DNB,994669011
994672403,Das ist die wallfart zu den Einsideln und die leged Sant Meinrat,1880,VI 55,DNB,994672403
994687230,"Johannis Deckerri, ... De scriptis adespotis, pseudepigraphis, et supposititiis, Conjecturae",1681,Bö G II 4,DNB,994687230
994695071,Notice sur la bibliothéque publique de Douai,1868,Ad 126,,
99469511X,"Extrait du catalogue de la librairie à prix réduits de Adolphe Delahays, acquéreur du fonds de librairie de M. Lebigre-Duquesne et d'une partie du fonds de M. Lecou",1856,Bö E IV 333,DNB,99469511X
99470366X,Babel und Bibel,1903,Caa 75,DNB,99470366X
99472800X,Junge Deutsche,1931,Va 1209,DNB,99472800X
994728050,"DEMOS||THENIS ORATIO||NES OLYNTHIACAE TRES, ET PHI-||lippica una, per Philippum Me-||lanchthonem & Ioachimum Ca-||merarium latinitate donatae, &|| Scholijs, quae prolixi commen||tarij uice esse possint,|| illustratae.|| Partim nunc primum, partim quàm antea et|| emendatiores, et scholijs instructio-||res in lucem editae.||",1538,Bö M 250 (1. angebundenes Werk),DNB,994728050
994729375,"MARTINI|| CRVSII|| COMMENTARIOLVM IN|| primam Demosthenis Olynthiacam|| STVRMIANVM|| EIVSDEM SCHOLIA IN EAN||dem, et Epitome ex Diodoro Siculo de sta||tu illorum temporum in|| Graecia|| His addita est conuersio|| IOAN STVRMII",1554,Bö M 250 (2. angebundenes Werk),DNB,994729375
994774834,Dictionnaire portatif,1752,Bö B I 390,DNB,994774834
994778236,Ad pium officium concionis atque recordationis funebris,1752,Bö F III 1311/2°,DNB,994778236
994786697,Über die Aussprache des Gothischen während der Zeit seines Bestehens,1862,Caa 3,DNB,994786697
994795645,Sechs Jahrhundert aus Gutenbergs Leben,1840,Da 59,DNB,994795645
994795645,Sechs Jahrhundert aus Gutenbergs Leben,1840,Da 72,DNB,994795645
994795645,Sechs Jahrhundert aus Gutenbergs Leben,1840,Da 123,DNB,994795645
994801394,Diogenous Laertiou peri biōn dogmatōn,1533,"III 83, 4 (Angebundenes Werk)",DNB,994801394
994801777,D. DIO||NYSII CARTHUSIANI SVM||mae Vitiorū & uirtutū libri duo|| Eiusdem De passionibus Animae li||berunus|| Eiusdem & De felicitate Animae li||ber unus,1533,"III 21, 21 c",DNB,994801777
994819293,Scalptura,1753,Bö B III 969,DNB,994819293
994819323,La @gravure,1753,Bö B III 969,DNB,994819323
994832389,Die @Donau hinab,1940,"VIII, 433",DNB,994832389
99483392X,"Hugonis Donelli Opera priora, edita iam olim nunc recens recogn. et repurgata ab auctore ...",1589,"IV 150, 1a",DNB,99483392X
994834187,"La @zucca del Doni fiorentino. Diuisa in cinque libri di gran ualore, sotto titolo di poca consideratione. Il ramo, di chiacchiere, baie, et cicalamenti. I fiori, di passerotti, grilli, et farfalloni. Le foglie, di dicerie, fauole, et sogni. I frutti, acerbi, marci, et maturi. Et il seme; di chimere, et castegli in aria",1565,"IV 407, 20",DNB,994834187
994896794,"De festis et praecipuis anni partibus liber non solum nomina & historias, sed usum etiam dierum festorum in vita Christiana & exercitationibus scholasticis indicans",1584,"IV 378, 1 g (2. angebundenes Werk)",DNB,994896794
994899300,Fibel und erstes Sprach- und Lesebuch,1853,Va 1553,,
99490178X,Über die Herstellung von handgeschöpften Japanpapieren,1932,Bb 124,DNB,99490178X
994948026,I. Drusii in prophetam Amos lectiones,1600,"IV 204, 22",DNB,994948026
99494814X,I. Drusii in prophetam Hoseam lectiones,1599,"IV 204, 22",DNB,99494814X
994952139,"Discours de la religion des anciens Romains, escript par ...",1556,"III 57, 14 (angebunden)",DNB,994952139
994952821,Discours sur la castrametation et discipline militaire des Romains,1556,"III 57, 14",DNB,994952821
994955871,Bericht über eine Reise nach den westlichen Staaten Nordamerika's und einem mehrjährigen Aufenthalt am Missouri in d. Jahren 1824 ... 1827 in Bezug auf Auswanderung u. Uebervölkerung oder: Das Leben in Innern d. Vereinigten Staaten u. dessen Bedeutg f.d. häusl. u. polit. Lage d. Europäer ...,1834,Va 2365/2,,
994967136,Kampf gegen einen literärischen Löwen und andere Unholde oder: Die Vorrede zur 2. Aufl. d. Berichtes über eine Reise nach d. westl. Staaten Nordamerika's von Gottfried Duden,1834,Va 2365 2,,
995008345,"Etliche vnderri||cht, zu befestigung|| der Stett, Schloß, vnd|| flecken",1527,"III 69, 32 angebunden",DNB,995008345
995010374,"Vnderweysung der messung, mit dem zirckel vn[d] richt||scheyt, in Linien ebnen vnnd gantzen corporen,|| durch Albrecht Dürer zusamen getzoge[n],|| vnd zu nutz alle[n] kunstlieb habenden|| mit zu gehörigen figuren, in|| truck gebracht, im jar||",1525,"III 69, 32",DNB,995010374
995067635,La @fondation de la comtesse Berthe,1846,"Va, 544",DNB,995067635
995069883,Paul Jones der nordamerikanische Freibeuter,1847,Va 3732 /3,DNB,995069883
995092354,Bure,1783,Bö G II 433,,
995092354,Bure,1783,Bö G II 433 a,,
995094489,Essai de bibliographie contenant l'indication des ouvrages relatifs à l'histoire de la gravure et des graveurs,1862,Bö B III 971,DNB,995094489
995141177,"Apollo olim Admeti regis tutela, inter Thessalia armenta, novennio exiguus, obscurus, inglorius, hodie inter nigellas Cadmi pecudes, rempe inter literarum, typique elementa magnus, illustris, immortalis, sive artium liberalium, rieutiarunque studium artis typographiue beneficio, tertio jam saeculo ... panegyri celebratum [oratore Joanne Wenceslas Dworzak de Boor]",1740,Da 173,DNB,995141177
995224293,"Geschichte der Buchdruckerkunst und ihres Erfinders Johannes Gutenberg, seit ihrem Ursprung bis auf unsere Zeit",1840,Da 10,DNB,995224293
995224293,"Geschichte der Buchdruckerkunst und ihres Erfinders Johannes Gutenberg, seit ihrem Ursprung bis auf unsere Zeit",1840,Bö C IV 339,DNB,995224293
995259526,Zur Kritik der deutschen Stenographie-Systeme,1865,Cd 32,DNB,995259526
995281157,"Die @Schnellpresse, ihre Construction, Zusammenstellung und Behandlung",1865,,DNB,995281157
995310181,"Elemen||Ta Prima Graecae Lin||guae, in puerorum usum|| comparata||",1531,"III 21, 21 a (1. angebundenes Werk)",DNB,995310181
99533322X,"Episteln und Evangelia auf alle Sonn-, Fest- und Feiertage durchs ganze Jahr",1825,Va 4241,DNB,99533322X
995333343,Der @Kalk-Sand-Pisébau,1851,Va 2447,DNB,995333343
995334668,"Episteln und Evangelia, wie solche an den Sonn- und Festtagen erkläret werden ...",1800,"VIII, 286",DNB,995334668
99535328X,Engelmann,1868,Bö F III 445,DNB,99535328X
99535328X,Engelmann,1868,Bö F III 445 a,DNB,99535328X
995353514,Verlags-Bericht,1842,Bö F III 445a,DNB,995353514
995356564,De @Boekletter in Nederland,1902,Bö B III 1485,DNB,995356564
995362432,"Des. Era||smi Roterodami de duplici copia uerborum, ac rerum|| Comentarij duo||",1521,"III 6, 15 a (Angebundenes Werk)",DNB,995362432
99538195X,Entwurf eines revidirten Statuts des Deutschen Buchdrucker-Vereins,1885,Bö B III 675/4°,DNB,99538195X
995383057,Episteln und Evangelia auf alle Sonn- und Festtage durchs gantze Jahr,1754,"IV 221, 5 (2. angebundenes Werk)",DNB,995383057
995383065,"Episteln und Evangelia auf alle Sonn- und Festtage, wie auch Apostel-Tage, durchs ganze Jahr",1767,"VIII, 148 (2. angebundenes Werk)",DNB,995383065
995390819,"Zur Erinnerung an die Versammlung der Buchhandlung-Gehilfen zu Stuttgart, Pfingsten 1868",1868,Bö C V 2087,DNB,995390819
