,Gruppe,digi,Lfd Nr.,AKZ,bbg_x,IDN,Link zum Portal,signatur_g_x,Signatur,"steht bei
/ Anm.
zur
Signatur",Provenienzmerkmal,Material,Format,Öffnungswinkel,Einschränkungen,Glasplatte ,Verpackung,Verpackung austauschen ,Schadensklasse,"notwendige Reparatur(en) vor der Digitalisierung, notwendige Reparatur(en) vor der Digitalisierung",Bemerkungen,"Fragen/ Hinweise
an DBSM",Fragen an M. Steinberg,"nicht
am Stand-ort","Größe ÜF
(BxH)","Breite
(nur Ausreißer)","Dicke
(>12 cm)","12° Format
(<15 cm)","Einband-
art","Einband-
art Kommentar","Einband über-
formt (ganz od. teilweise)",Buch bereits restau-riert,"hohler/
fester Rücken (mit Einlage/
Vergoldung?)","Steh-
kanten
(bei Perg.)",Leder pudert ab/roter Zerfall (extrem),Einband stark defor-miert,Be-schläge bes. auftra-gend,Buch-schließe steif,Buch-block Pa./Perg.,saures Füll-material,Register-marken,seitliche Heftung,Buch-block sehr wellig,"Buch-block neigt zum ""Bauch""",ge-schloss-ene Lagen,Falttafeln,"Größe Buch+
Falttafeln (BxH)",Original-grafik,Kolorier-ung / Buch-malerei / Initialen / Rubri-kation,berühr-ungsfreie Digit.,Schrift weit bis in den Falz (Bund-steg in mm) Text-verlust,nicht digitali-sierbar wegen Bund-steg (vorraus-sichtlich),max. Öffnungs-winkel,max. Öffnungs-winkel Kommentar,Digit. mit Begleit-ung,Digit. mit Begleit-ung Kommentar,Rest.-Bericht einge-klebt,Blatt mit Notizen zum Buch eingeklebt ,"Rest.
not-wendig (ja/nein) (vor/nach der Digit.)","Rest.-
Aufwand gesamt
(in Std.)","Rest.
erfolgt",Kassette,Schuber,Buch-schuh,Mappe ,Um-schlag,SB neu,Anmerkungen (allg.),"für Testphase
vorsehen","für Testphase
vorsehen Kommentar",Schutz-behältnis empfohlen,Foto für Erheb. Rest. angefertigt (ab August),feuchte-empfind-liches Leder,"Material am Rücken/
Einband lose / eingeris-sen (auch Titelschild)",Narben spaltet sich ab,"Gelenk(e) 
an/durch-gebro-chen",Bünde gebro-chen (Anzahl),"Rücken lose/
halb lose",Be-schläge locker,"Buch
schließe fragil",Deckel spaltet sich / Fehlstelle im Deckel,Deckel gebro-chen,Deckel lose / halb lose,"Kapital fragil/
lose","Rest.-Aufwand Einband
(in Std.)",Anmerkungen für die Restaurierung am Einband,"Ver-schmutz-ung (Vorsatz / Ränder /
ges. BB)",mikro-bieller Befall,Farb-schicht pudert,Buch-block / Seiten verblockt,erste / letzte Lage oder Seiten lose,(halb-) lose Seiten im BB,Heftung zerstört,Risse / Fehl-stellen im Vorsatz,Risse im Text-bereich / an exponier-ter Stelle (z.B. Ecke),Risse am Rand,"Fehl-stellen im BB
(groß) ",Insekten-fraß (stark),Falten / Knicke,"saures /
brüchiges Papier",Tinten-/ Farbfraß (akut),Register-marken fragil,"Klebe-
streifen ablösen","Rest.-Aufwand Buchblock
(in Std.)",Anmerkungen für die Restaurierung am Buchblock,idn,akz,bbg_y,standort,signatur_g_y,signatur_a,titel,stuecktitel,umfang,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,bibliothek,einrichtung,exemplar,wert
36,Bö M,True,,L-1629-78380797X,Qd,1262276454,,Bö M 35,Bö M 35,,X,Ledereinband,bis 25 cm,nur sehr geringer Öffnungswinkel,Schrift bis in den Falz,,Kassette,Nein,0.0,,,,,,,,,x,L,,,,f,,,,,,Pa,,,,,,,,,,,,0.0,x,110,,,,,,,0.0,,Gewebe,,,,,,"ist vollrest., Rücken steif! --> Digit. ohne Textverlust nicht möglich; 12°",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Bö M,True,47.0,L-1661-181142058,Aal,1003891322,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003891322,Bö M 36 a,Bö M 36 a,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",Schrift bis in den Falz,,,Signaturfahne austauschen,0.0,,,,,,,,,,L,,,x,f,,,,,,Pa,,,,,,,,,,,,0.0,x,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Bö M,True,48.0,L-1671-181285533,Aal,1003974899,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003974899,Bö M 36 b,Bö M 36 b,,X,"Ungebunden, Mappen",bis 25 cm,180°,,,,Signaturfahne austauschen,0.0,,,,,,,,,,oE,,,,,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Bö M,True,49.0,L-1642-181195763,Aal,100392705X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100392705X,Bö M 36 c,Bö M 36 c,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",Schrift bis in den Falz,,,Signaturfahne austauschen,0.0,,,,,,,,,,L,,,x,f,,,,,,Pa,,,,,,,,,,,,2.0,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Bö M,True,50.0,L-1661-181131625,Aal,1003880878,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003880878,Bö M 36 d,Bö M 36 d,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",Schrift bis in den Falz,,,Signaturfahne austauschen,0.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,0.0,,max 110,,,,,,n,0.0,,,,,,,,"ist vollrest., Rücken steif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Bö M,True,51.0,L-1560-18111769X,Aal,100386838X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100386838X,Bö M 37,Bö M 37,,X,Pergamentband,bis 25 cm,180°,"hohler Rücken, welliger Buchblock",,,Signaturfahne austauschen,0.0,,,,,,,,,,Pg,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,Box (Buch sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Bö M,True,52.0,L-1619-181117061,Aal,1003867944,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003867944,Bö M 38,Bö M 38,,X,Pergamentband,bis 35 cm,180°,"hohler Rücken, Schrift bis in den Falz",,Papierumschlag ,Ja,0.0,,,,,,,,,,Pg,"
flexibler Pg.",,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (flexibler Pg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Bö M,True,53.0,L-1808-181299259,Aal,1003988164,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003988164,Bö M 39 (Großformate),Bö M 39,,X,Ledereinband,> 42 cm,180°,fester Rücken mit Schmuckprägung,,Papierumschlag ,Ja,0.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,,,max 110,,,,,,n,0.0,,,,,,x sauer,x,,,,"Mappe (liegt, ist abriebgefährdet) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Bö M,True,55.0,L-1633-181288095,Aal,1003977170,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003977170,Bö M 40,Bö M 40,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,x,Pg,,,,h,,,,,,Pa,,,,,,,,,,,,,,80,,,,,,n,0.0,,,,,,,,,,,Vergrößerungsbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Bö M,True,56.0,L-1668-181189747,Aal,1003921698,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003921698,Bö M 41,Bö M 41,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, welliger Buchblock, Einband mit Schutz- oder Stoßkanten",,,Signaturfahne austauschen,0.0,,,,,,,,,x,Pg,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Bö M,True,57.0,L-1651-181295059,Aal,1003983944,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003983944,Bö M 42,Bö M 42,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, welliger Buchblock, Einband mit Schutz- oder Stoßkanten",,,Signaturfahne austauschen,1.0,,,,,,,,,x,Pg,,,,h,,,,,,Pa,,,,,,,,,,,,,,80,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Bö M,True,58.0,L-1622-181152533,Aal,100390162X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100390162X,Bö M 43,Bö M 43,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, welliger Buchblock",,Papierumschlag ,Ja,0.0,,,,,,,,,,L,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (Buch sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Bö M,True,60.0,L-1694-181187868,Aal,1003920195,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003920195,Bö M 44,Bö M 44,,X,Ledereinband,bis 42 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, welliger Buchblock",,Papierumschlag ,Ja,1.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,,,60,,,,,,ja vor,7.0,,,,,,x sauer,x,,,,,,x,x,,v/h,,,,,,,,x,7.0,"Ecken stabilisieren, Gelenke mit JP-Gewebelaminat unterlegen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Bö M,True,61.0,L-1642-180635697,Aal,1003787630,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003787630,Bö M 45,Bö M 45,,,Ledereinband,bis 35 cm,"80° bis 110°, einseitig digitalisierbar?",Schrift bis in den Falz,,Kassette,Nein,1.0,,,,,,,,,,L,,,x,f,,,,,,Pa,,,,,,,,,,,,0.0,x,110,,,,,,n,0.0,,Gewebe,,,,,,enthält getrocknete Pflanzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Bö M,True,62.0,L-1649-18063500X,Aal,1003786944,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003786944,(ÜF / 4. OG: R42/6/4),Bö M 46,"Es gibt bei den Überformaten 3 Kassetten mit montierten Grafiken, die ehemals in diesem Druck waren und bei der Restaurierung herausgelöst worden.",,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 42 cm,nur sehr geringer Öffnungswinkel,Schrift bis in den Falz,,Kassette,Nein,0.0,,Holzdeckel,,,,,,,,HD,,,x,f,,,,,,Pa,,,,,xx,,,,,,,0.0,x,110,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Bö M,False,,,,,,,Bö M 46 Tafeln 1-65,von FT neu aufgenommen,,,> 42 cm,,,,,,,,,,,,40x50,,,,EB,,,,,,,,,,Pa,,,,,,,,,x,,,,,180,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Bö M,False,,,,,,,Bö M 46 Tafeln 66-126,von FT neu aufgenommen,,,> 42 cm,,,,,,,,,,,,40x50,,,,EB,,,,,,,,,,Pa,,,,,,,,,x,,,,,180,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Bö M,False,,,,,,,Bö M 46 Tafeln 127-183,von FT neu aufgenommen,,,> 42 cm,,,,,,,,,,,,40x50,,,,EB,,,,,,,,,,Pa,,,,,,,,,x,,,,,180,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Bö M,False,,,,,,,Bö M 150,,X,Ledereinband,bis 25 cm,180°,erhabene Illuminationen,,Papierumschlag ,"Ja, Signaturfahne austauschen",0.0,,,,,,,,,,L,,,,f,,,,,,Pg,,,,,,,,,,B,x,,,110,,,,,,,0.0,,,,,,x sauer,x,Einband ähnelt einer Mappe mit Bändern und Kordeln,,,Box (wg. Kordel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Bö M,False,,,,,,,Bö M 222,,x,Ledereinband,bis 25 cm,nur sehr geringer Öffnungswinkel,Schrift bis in den Falz,,Papierumschlag ,"Ja, Signaturfahne austauschen",0.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,0.0,x,45,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (Buch sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Bö M,False,,,,,,,Bö M 258,,,Ledereinband,bis 25 cm,nur sehr geringer Öffnungswinkel,Schrift bis in den Falz,,Mappe,Ja,0.0,,,,,,,,,x,L,,,x,f,,,,,,Pa,,,,,x,,,,,,,0.0,x,110,,,,x,,n,0.0,,,,,x sauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Bö M,False,,,,,,,Bö M 371,,,Ledereinband,bis 25 cm,180°,Schrift bis in den Falz,,Kassette,Nein,0.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,ja vor,0.5,,Gewebe,,,,,,"Hss., Tintenfraß in z.Z. unbedenklichen Zustand",,,,,x,x,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Bö M,False,,,,,,,Bö M 404,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",fester Rücken mit Schmuckprägung,,Papierumschlag ,Ja,0.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,Umschlag (abriebgefährdet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Bö M,False,,,,,,,Bö M 408,,,Halbpergamentband,bis 35 cm,180°,,,Papierumschlag ,Ja,0.0,,,,,,,"QF (33,5x26)",,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Bö M,False,,,,,,,Bö M 414,ist eine gefaltete Landkarte,X,Gewebeeinband,,180°,gefaltete Blätter,,Mappe,Ja,0.0,,große gefaltete Karte,,,,126x77,,,,EB,"
gefaltete Landkarte",,,,,,,,,,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,x sauer,,x,gefaltete Landkarte,,,Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Bö M,False,,,,,,,Bö M 426,Blankoband,,,,,,,,,,,,,,,,,,,HD,"
HD mit leeren Seiten (Blankoband)",,x,f,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Bö M,True,63.0,L-1660-181299534,Aal,1003988458,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003988458,Bö M 47,Bö M 47,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, welliger Buchblock",,Papierumschlag ,Ja,2.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,ja vor,7.5,,,,,,x sauer,x,"nach Rest. Öffnungswinkel nochmal prüfen, aber ws. bleibt es bei 45°",,,,,x,x,,v,3.0,,,,,,,,6.0,"fester Rücken ist fast hohl --> ganz ablösen, mit JP-Gewebe-Laminat unterstützen und hohl belassen",,,,,,,,x,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,
63,Bö M,True,64.0,L-1627-180644920,Aal,1003797199,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003797199,Bö M 48,Bö M 48,,X,Pergamentband,bis 25 cm,180°,"hohler Rücken, gefaltete Blätter, welliger Buchblock",,,Signaturfahne austauschen,,,,,,,,,,,Pg,"
flexibler Pergamentband",,,h,,,,,,Pa,,,,,,,x,"B: 18x23
F: 28x42",x,K,x,,,110,,,,,,n,0.0,,,,,,,,flexibler Pergamentband,,,Box (Buch sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Bö M,True,65.0,L-1613-180647148,Aal,1003798918,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003798918,Bö M 49,Bö M 49,,,Halbledereinband,bis 42 cm,"80° bis 110°, einseitig digitalisierbar?",welliger Buchblock,,Papierumschlag ,Ja,1.0,,,,,,,,,,HL,,,,f,,,,,,Pa,,,,,,,,,,,,,,110,,x,"
enthält beschädigte Volvellen",,,ja vor,6.0,,,,,,x sauer,x,enthält mehrere beschädigte Volvellen,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,x,,,,x,,,6.0,Mehrere Vovellen sind beschädigt!,,,,,,,,,,,,,,,,,,,,,
65,Bö M,True,66.0,L-1726-181210770,Aal,1003941494,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003941494,(ÜF / 4. OG: R42/6/5),Bö M 50,,,,bis 42 cm,,,,,,,,,,,,38x54,,,,HL,,,x,h/E,,,,,,Pa,,,,,x,,,,x,,,,,110,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Bö M,True,,L-1730-783804822,Qd,1262273439,,(ÜF / 4. OG: R42/6/5),Bö M 51,,,,bis 42 cm,,,,,,,,,,,,38x53,,,,HL,,,x,h/E,,,,,,Pa,,,,,x,,,,x,,,,,110,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Bö M,True,69.0,L-1620-181196786,Aal,1003928005,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003928005,Bö M 52,Bö M 52,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, Einband mit Schutz- oder Stoßkanten",,,Signaturfahne austauschen,0.0,,,,,,,,,x,Pg,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,Vergrößerungsbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Bö M,True,70.0,L-1680-181069202,Aal,1003840507,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003840507,Bö M 53,Bö M 53,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,x,Pg,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,x 110,,Vergrößerungsbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Bö M,True,71.0,L-1607-181198207,Aal,1003929176,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003929176,Bö M 54,Bö M 54,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","fester Rücken mit Schmuckprägung, Schrift bis in den Falz",,Papierumschlag ,Ja,1.0,,,,,,,,,x,L,,,,f,,,,,,Pa,,,,,,,,,,,,0.0,x,0,"
wegen Rücken",,,,,n,0.0,,,,,,x sauer,x,,,,Box (Buch sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Bö M,True,72.0,L-1626-180648810,Aal,1003800785,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003800785,Bö M 55,Bö M 55,wo steht das? Ist weder bei NF noch GF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Bö M,True,73.0,L-1672-181122235,Afl,1003872638,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003872638,Bö M 56,Bö M 56,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","fester Rücken mit Schmuckprägung, gefaltete Blätter, erhabene Illuminationen",nicht auflegen,Papierumschlag ,Ja,1.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,,,x,,,,,,,60,"
Frage an DL: Wie geht das mit der Falttafel?",,,,,ja vor,0.5,,,,,,x sauer,x,Wie geht das mit der Falttafel (Doppelblatt an Falz und 60°)?,,,Umschlag,,,x,,,,,,,,,,x,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Bö M,True,74.0,L-1624-181303388,Aal,100399234X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100399234X,Bö M 57,Bö M 57,,X,Halbpergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, erhabene Illuminationen",nicht auflegen,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Bö M,True,75.0,L-1666-181303787,Aal,1003992730,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003992730,Bö M 58,Bö M 58,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",fester Rücken mit Schmuckprägung,,,Signaturfahne austauschen,1.0,,,,,,,,,,L,,,x,f,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Bö M,True,76.0,L-1653-181182386,Aal,1003915108,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003915108,Bö M 59,Bö M 59,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, Schrift bis in den Falz, stark deformiertes Objekt",,Papierumschlag ,Ja,0.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,2.0,,110,"
Grenzfall wegen Rücken",,,,,,0.0,,,,,,x sauer,x,"Digi-Grenzfall: Rücken mit Längsbruch, aber sehr stabil --> würde ich wagen",,,Box (Buch sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Bö M,True,77.0,L-1549-181295873,Aal,1003984738,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003984738,Bö M 60,Bö M 60,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, Einband mit Schutz- oder Stoßkanten",,Kassette,Nein,0.0,,,,,,,,,x,Pg,,,x,h/E,x,,,,,Pa,,,,,x,,,,,,,0.0,x,110,,,,x,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Bö M,True,,L-1600-181285010,Aal,1003974392,,Bö M 61,Bö M 61,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, Einband mit Schutz- oder Stoßkanten, welliger Buchblock",,Papierumschlag ,"Ja, Signaturfahne austauschen",0.0,,,,,,,,,x,Pg,,,,h,x,,,,,Pa,,,,,,,,,,,,,,max 110,,,,,,n,0.0,,,,,,x sauer,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Bö M,True,79.0,L-1629-181274655,Aal,1003964338,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003964338,Bö M 62,Bö M 62,,,Pergamentband,bis 25 cm,nur sehr geringer Öffnungswinkel,"hohler Rücken, Einband mit Schutz- oder Stoßkanten",,,Signaturfahne austauschen,0.0,,,,,,,,,x,Pg,,,,h,x,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Bö M,True,80.0,L-1605-181150344,Aal,100389951X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100389951X,Bö M 63,Bö M 63,,,Halbledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,,Signaturfahne austauschen,1.0,,,,,,,,,x,HL,,,,h/E,,,,,,Pa,,,,,,,,,,,,2.0,,110,,,,,,n,0.0,,,,,,,,,x 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Bö M,True,81.0,L-1626-181293692,Aal,1003982700,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003982700,Bö M 64,Bö M 64,,,Pergamentband,bis 25 cm,nur sehr geringer Öffnungswinkel,"Einband mit Schutz- oder Stoßkanten, welliger Buchblock, Schrift bis in den Falz",,Kassette,Nein,0.0,,,,,,,,,,Pg,,,,h,x,,,,,Pa,,,,,,,,,,,,,,45,,,,,,n,0.0,,Gewebe,,,,,,,x 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
