idn,bbg,tit_a,tit_d,tit_Y,stuecktitel_l,stuecktitel_a,f4243,f4256,f4241,f4105_9,f4105_g
1137231254,Aal,Unparthyische Beurtheilung der von Herrn J. K. Wezel gegebenen Nachricht von der von ihm an Herrn Platner ergangenen Aufforderung,,,,,,,,1003965970,Qdl
1137231327,Aal,Noch Etwas zum Beschluß,"ein Verhör der Schriftsteller, die sich bisher in der Platner- und Wezelischen Angelegenheit so thätig bewiesen haben",,,,,,,1003965970,Qdl
1137231408,Aal,Etwas zum Behuf des Friedens in Pleiß Athen,,,,,,,,1003965970,Qdl
1137231459,Aal,"Schreiben eines Layen an seinen Vetter, bey Gelegenheit der D.E.P. und W. Streitigkeit",,,,,,,,1003965970,Qdl
113723153X,Aal,Ich bin auch dabey,an Herr Wezeln,,,,,,,1003965970,Qdl
1137231602,Aal,"Rapportschreiben an Herrn Wezel, die Untersuchung über das Doktor Platnerische Verfahren gegen Denselben betreffend",,,,,,,,1003965970,Qdl
1137231874,Aal,Untersuchung über das Platnerische Verfahren gegen J. K. Wezel und gegen sein Urtheil von Leibnitzen,,,,,,,,1003965970,Qdl
1137232137,Aal,"Schreiben eines Ausländers über die Papiere von Johann Karl Wezel, wider Doktor Ernst Platner",wie auch über die Nachricht von J. K. Wezels Aufforderung an Herrn Doktor Platnern zu Leipzig,,,,,,,1003965970,Qdl
1137232242,Aal,Nachricht von J. K. Wezels Aufforderung an Herrn Doktor Plattner zu Leipzig,,,,,,,,1003965970,Qdl
1137279974,Af,Le Lorrain de Vallemont,Pierre,Nouvelle explication dʹune medaille dʹor du cabinet du roy ...,1.,Premiere lettre,,,,,
1137280093,Af,Le Lorrain de Vallemont,Pierre,Nouvelle explication dʹune medaille dʹor du cabinet du roy ...,2.,Deuxieme lettre,,,,,
1137888385,Qd,Sammelband,,,,,,,,,
1137889500,Qd,"Sammelband Amtsdrucksachen Augsburg, 16. Jahrhundert",,,,,,,,,
1137894911,Qd,Sammelband,,,,,,,,,
1137896159,Qd,Sammelband mit zwei Werken von Nathan Chyträus,,,,,,,,,
1137896442,Qd,Sammelband mit Werken antiker Autoren,,,,,,,,,
1137965673,Qd,Sammelband Reformationsschriften,,,,,,,,,
1137971126,Qd,Sammelband,,,,,,,,,
1137971231,Qd,Sammelband,,,,,,,,,
1138239534,Qd,Sammelband,,,,,,,,,
1138239631,Qd,Sammelband mit zwei Versionen der Rudimenta cosmographica von Johannes Honterus,,,,,,,,,
1138240583,Qd,Sammelband mit Werken von Johann Huttich,,,,,,,,,
1138242179,Qd,Sammelband,,,,,,,,,
1138311561,Qd,Sammelband,,,,,,,,,
1138315451,Qd,Sammelband,,,,,,,,,
1138319503,Qd,Sammelband,,,,,,,,,
1138366714,Qd,Sammelband,,,,,,,,,
1138379638,Qd,Sammelband mit zwei Werken von Esaias Heidenreich,,,,,,,,,
1138379905,Qd,Sammelband,,,,,,,,,
1138380075,Qd,Sammelband mit sechs Werken von Marcus Tullius Cicero,,,,,,,,,
1139218913,Qd,Sammelband,,,,,,,,,
1139219650,Aal,"Memoria Viri prosapia, Virtute atq[ue] eruditione Nobilissimi, Christophori Füreri Ab Haymendorf Et Wolckersdorf, &c. Iunioris, Dicasterii Norici Assessoris, &c.",,,,,,,,1139218913,Qd
1140145185,Qd,Niederländische Bibel und weitere Werke,,,,,,,,,
1140145479,Aal,"De @CL Psalmen Davids, met eenige andere Lofsangen",,,,,,,,1140145185,Qd
1140935909,Qd,Sammelband mit zwei Werken von Denis Godefroy,,,,,,,,,
114093676X,Aal,"Historiae Antiqvae pars altera De imperatoribvs Romanis, Liber IIII, A Iulio Caesare ad diuisum Imperium, sub Constantino Irenes, & Carolo Magno. Liber V, A Constantino, Irenes filio, ad Constantinum vltimum, & captam à Turcis Constantinopolin, Liber VI, A Carolo Magno ad Rodolphum II",,,,,,,,1140935909,Qd
1140942557,Afl,Université de Paris,,Almanach de l'Université Impériale,Annee 1810,,,,,,
1140942786,Afl,Université de Paris,,Almanach de l'Université Impériale,Annee 1811,,,,,,
114094293X,Afl,Université de Paris,,Almanach de l'Université Impériale,Annee 1812,,,,,,
1140949446,Afl,,,Der @breslauische  Erzähler,2.1801,"Zweyter Jahrgang, 1stes und 2tes Quartal",,,,,
114124487X,Hal,"Arithmētikē philoponētheisa te kai kekallōpistheisa para tu kyriu Dōrotheu Prōiu, Chiu",,,,,,,,,
1141579170,Dal,"Brief mit Rechnung an Herrn Lempertz (J. M. Heberle). Eingeklebt in ""De raptu Proserpinae"" von Claudius Claudianus",,,,,,,1066959161,,
1141698420,Qd,Aufgelöster Sammelband,,,,,,,,,
1142180042,Qd,"Sammelband mit zwei Bibelausgaben, herausgegeben von Christian Reineccius",,,,,,,,,
1142180409,Aal,Torah neviʿim u-ketuvim,"Ad Optimorum Codicum Et Editionum Fidem Recensita Et Expressa ; Adjectis Notis Masorethicis Aliisque Observationibus, Nec Non Versuum Et Capitum Distinctionibus, Numeris Et Summariis",,,,,,,1142180042,Qd
1142569144,Af,,,Das @Veilchen,25.1842,Fünf und zwanzigster Jahrgang 1842,,,,,
114363148X,Qd,Sammelband mit zwei Lyoneser Drucken von Sebastian Gryphius,,,,,,,,,
1144663989,Pa,"[Blindband, Ledereinband, darauf aufgelegt Fragment eines gotischen Ledereinbandes mit Blindstempeln]",,,,,,,,,
1144983673,Aal,"Anhang Zu deß Martin Zeillers Anno 1646. außgegangener Topographia Archiepiscopatuum Moguntinensis, Trevirensis, & Coloniensis: Oder Beschreibung der vornehmsten Stätte/ und Plätze/ in denen Ertzbistümbern/ Mayntz/ Trier/ und Cöln",,,,,,,,1144984440,Qd
1144984017,Aal,Anhang Zu deß M.Z. Anno 1649. getruckter Topographia Provinciarum Austriacarum; Oder Beschreibung der fürnehmsten Ort/ in Oesterreich/ Steyer/ Kärndten/ Crain/ Tyrol/ unnd einverleibten Landschafften Darinn Nicht allein der vorige Text unterschiedlich corrigirt; Sondern/ was man ferners darzu gefunden/ und berichtet worden/ auch angezeiget wird,,,,,,,,1144984351,Qd
1144984181,Aal,Absonderliche Beschreibung Der Herrschafften/ Stätte und Schlösser/ Windhaag/ Reichenau/ Horn/ Drosendorff/ und Petronell/ sampt derselben Angehörungen ; Dem Anhang Topographiae Provinciarum Austriacarum beygehörig,,,,,,,,1144984351,Qd
1144984351,Qd,Sammelband Topographia Provinciarum Austriacarum,,,,,,,,,
1144984440,Qd,"Sammelband Topographia Archiepiscopatuum Moguntinensis, Trevirensis, et Coloniensis",,,,,,,,,
1144987067,Qd,Sammelband Topographia Hassiae et Regionum Vicinarum,,,,,,,,,
1144987458,Aal,"Anhang Zu der Anno 1646. außgegangenen Topographia Hassiae, Et Vicinarum Regionum, Oder Beschreibung der vornehmsten Oerter in Hessen/ und Benachbarten Landschafften",,,,,,,,1144987067,Qd
1144993644,Afl,Merian,Matthaeus,"Topographia Galliae, Oder Beschreibung und Contrafaitung der vornehmbsten/ und bekantisten Oerter/ in dem mächtigen/ und grossen Königreich Franckreich",Theil 6 - 13,,,,,,
114772265X,Afl,,,Corpus iuris civilis,Tomus III,Authenticae sev novellae constitutiones Dn. Ivstiniani Sacratis. Principis,,,,,
1147722773,Afl,,,Corpus iuris civilis,Tomus IV,"Fevdorvm consvetvdines partim ex editione Vvlgata, partim ex Cuiaciana, vulgatae appositae ...",,,,,
1147722870,Afl,,,Corpus iuris civilis,Tomus V,Tractatvs ad ivs varii ...,,,,,
1147898448,Afl,Lotichius,Johann Peter,"Jo. Petri Lotichii Rerum Germanicarum, sub Matthia, Ferdinandis II. & III. Impp. gestarum, libri LV.","1,1",Liber I-XIIX,,,,,
1147901104,Qd,Sammelband mit Werken von Charles Du Moulin,,,,,,,,,
1148790519,Qd,Sammelband mit zwei Werken von Johannes Calvin,,,,,,,,,
1148790705,Aal,Ioannis Calvini Commentarii in epistolas canonicas,,,,,,,,1148790519,Qd
1149267607,Aal,"Elenchvs in Evangelia qvae dominicis diebvs, et in festivitatibus sanctorum in ecclesia Dei per anni circulum decantari solent",,,,,,,,1149267690,Qd
1149267690,Qd,Sammelband mit zwei Werken von Hector Pinto,,,,,,,,,
1149377879,Qd,Sammelband,,,,,,,,,
1149404639,Afl,Favre,Antoine,Coniecturae iuris civilis,7-10,"Antonii Fabri ... coniecturarum iuris civilis libri septimus, octavus, nonus, decimus",,,,,
1149404868,Afl,Favre,Antoine,Coniecturae iuris civilis,11-12,Antonii Fabri ... coniecturarum iuris civilis lib. XI. & XII.,,,,,
1152796046,Pa,Kleisterpapier,"Verdrängungstechnik ; braun, violett",,,,,,,,
1207553956,Aa,"HISTORIA DE VITA ET ACTIS REVERENDISS. VIRI D. MART. Lutheri, uerae Theologiae Doctoris, bona fide conscripta, à PHILIPPO MELANTHONE. ... (DE obitu Lutheri.) ORATIO IN FVNERE REVERENDI VIRI D. MARTINI Lutheri, recitata à Philippo Melanthone",,,,,,,,1137965673,Qd
1207554294,Aa,"DE IVDICIIS// PIARVM SYNO=//dorum Sententia, initio// enarrationis Symboli// Niceni exposita per// Casparum crucigerum,// ...",,,,,,,,1137965673,Qd
1208350544,Aa,Ein @proceß der gerichts Ordenung aus Bepstlichen vnd Keyserlichen rechten auffs kuertzte zu hauffen yñ dis buechleyn verfueget den yhenigen die sich yn ynn sachen zu fueren vben ... sehr nuetzlich vnd fortreglich ytzũder auffs newe ... vbersehen vñ Corrigirt auch mitt vyl annotationibus gemert vnd gebessert,,,,,,,,1138379905,Qd
1208521713,Aa,"Fabvlarvm qvae hoc libro continentur interpretes, atque authores sunt hi. Guilielmus Goudanus. Hadrianus Barlandus. Erasmus Roterodamus. Aulus Gellius. Laurentius Valla. Angelus Politianus. Petrus Crinitus. Ioannes Antonius Campanus. Plinius secundus nouocomensis. Nicolaus Gerbelius Phorcensis. Laurentius Abstemius. Rimicius. Iam denuo additus. Aesopi uita ex Max Planude excerpta, & aucta ...",,,,,,,,1137888385,Qd
1208530704,Aa,"CANTICA// SELECTA VETERIS// NOVIQVE TESTAMENTI:// CVM HYMNIS ET COL-//LECTIS, SEV ORATIONI-//bus purioribus, quae in Orthodoxa atque Ca-//tholica Ecclesia cantari solent. Addita// dispositione & familiari expo-//sitione// Christophori Corneri D.//",,,,,,,,1137894911,Qd
1209071274,Aa,"L. FLORI DE// GESTIS ROMANO//RVM LIBRI QVATVOR A MENDIS// accuratissime repurgati, unà cum adno//tationibus Ioan. Camertis...// AD HAEC, SEXTI RVFFI VIRI// consularis de historia Ro. epitome ...// ITEM, MESSALAE CORVINI ORA//toris disertißimi de progenie AVGVSTI",,,,,,,,1137971126,Qd
1209216957,Aa,L. Coelij Lactantij Firmiani libellus lu//culentissimus de opifitio dei. vel// formatione hominis.ad De=//metrianum audito//rem suum.// ...,,,,,,,,1137896442,Qd
1209225867,Aa,PVBLII OVIDII NASONIS// HEROIDVM EPI-//STOLAE.// AVLI SABINI. Epistolae tres.// ...,,,,,,,,1137896442,Qd
1209228807,Aa,Hoc in volumine infra=//scripta opuscula continentur.// Marci Tullii Ciceronis oratoR principis/ oratio// pro Milone ...// Compendium Rhetorices/ ex Tulliano thesauro// diductum/ ac concinnatum: per Iacobum Locher// ...// Aptissima syntaxis de cōponenda orōne funebri// Viti Vuerleri ode dicolos tetrastrophos ...//,,,,,,,,1137896442,Qd
1209515709,Aa,Disputationum de nuptiis libri VII,,,,,,,,1137971231,Qd
1209582961,Aa,ETHIKISTORIA:|| Siue|| CENTVRIAE|| DVAE LECTISSIMA-||RVM HISTORIARVM; EX AD-||VERSARIIS IOAN. HARTVNGI ...|| depromptae; Lem-||matibus instructae; & ita dispositae vt aureo Lib.|| primo Officiorum Ciceronis respondeant:||,,,,,,,,1138242179,Qd
1209694948,Aa,Nathanis Chytræi// FASTORVM// ECCLESIAE CHRI-//STIANAE// Liber Secundus.// FEBRVARIVS.//,,,,,,,,1137896159,Qd
1210219026,Aa,Der @Herren Pfleger|| vnd Geheimen R#[ae]th des heyligen|| Reichstatt Augspurg.|| Warhaffter gegenbe=||richt/ der Augspurgischen H#[ae]ndel vnd|| gegründte widertreybung D. Georg Mül=||lers nechstuerschinen 1586. Jars in|| Truckh außgestrewten Fa=||mos gedichts.||,,,,,,,,1137889500,Qd
121052225X,Aa,Homeri Poete claris=||simi Ilias per Laurentiu Vall?sem Ro-||manu e greco in latinu translata: et nu#[per]|| accuratissime emendata.||,,,,,,,,1138239534,Qd
1210934884,Aa,Von hoher Wirden vnd|| Segen des Ehelichen|| Standes|| Eine Predigt|| vber den 128. Psalm:|| Wol den/ der den Herrn|| f#[ue]rchtet/ etc.|| Gottliebenden Eheleutlein|| ... zu trost|| vnd vnterricht/ mit etlichen|| Christlichen Hausgebetlein|| vorgeschrieben:|| Durch|| Esaiam Heidenreich D.||,,,,,,,,1138379638,Qd
1211505049,Aa,IOANNIS// HONTER CORONEN-//SIS RVDIMENTORVM CO=//smographiae libri duo...//,,,,,,,,1138239631,Qd
1211524310,Aa,[R#[oe]mische Key-||ser ab contrauegt/ vom|| ersten Caio Julio an vntz vff den jetzig?|| H.K.Carolum. Mit kurtzer anzey=||gung ires lebens/ dapffer that?|| vnd Historien.||],,,,,,,,1138240583,Qd
1223000702,Qd,Sammelband,,,,,,,,,
1262272084,Qd,Sammelband,,,,,,,,,
1262272882,Qd,Sammelband,,,,,,,,,
1262273439,Qd,Sammelband,,,,,,,,,
1262274907,Qd,Sammelband,,,,,,,,,
1262275857,Qd,Sammelband mit zwei Leichenpredigten,,,,,,,,,
1262276209,Qd,Sammelband,,,,,,,,,
1262276454,Qd,Sammelband,,,,,,,,,
1262276780,Qd,Sammelband,,,,,,,,,
1262278775,Qd,Sammelband,,,,,,,,,
1262280389,Qd,Sammelband,,,,,,,,,
1262280885,Qd,Sammelband mit zwei Werken von Galenus,,,,,,,,,
1262280982,Qd,Sammelband,,,,,,,,,
1262281903,Qd,Sammelband mit drei Werken von Galenus,,,,,,,,,
1262359368,Af,,,Grimmaisches Wochenblatt für Stadt und Land,"1.1813,29 (17.Juli)",,,,,,
